county,town,village,office,number,candidates,votes
臺南市,歸仁區,大潭里,1448,1,宋楚瑜/余湘,28
臺南市,歸仁區,大潭里,1448,2,韓國瑜/張善政,146
臺南市,歸仁區,大潭里,1448,3,蔡英文/賴清德,467
臺南市,歸仁區,大潭里,1449,1,宋楚瑜/余湘,16
臺南市,歸仁區,大潭里,1449,2,韓國瑜/張善政,166
臺南市,歸仁區,大潭里,1449,3,蔡英文/賴清德,597
臺南市,歸仁區,媽廟里,1461,1,宋楚瑜/余湘,29
臺南市,歸仁區,媽廟里,1461,2,韓國瑜/張善政,184
臺南市,歸仁區,媽廟里,1461,3,蔡英文/賴清德,497
臺南市,歸仁區,媽廟里,1462,1,宋楚瑜/余湘,23
臺南市,歸仁區,媽廟里,1462,2,韓國瑜/張善政,182
臺南市,歸仁區,媽廟里,1462,3,蔡英文/賴清德,587
臺南市,歸仁區,崙頂里,1444,1,宋楚瑜/余湘,27
臺南市,歸仁區,崙頂里,1444,2,韓國瑜/張善政,186
臺南市,歸仁區,崙頂里,1444,3,蔡英文/賴清德,600
臺南市,歸仁區,崙頂里,1445,1,宋楚瑜/余湘,27
臺南市,歸仁區,崙頂里,1445,2,韓國瑜/張善政,193
臺南市,歸仁區,崙頂里,1445,3,蔡英文/賴清德,483
臺南市,歸仁區,崙頂里,1446,1,宋楚瑜/余湘,32
臺南市,歸仁區,崙頂里,1446,2,韓國瑜/張善政,197
臺南市,歸仁區,崙頂里,1446,3,蔡英文/賴清德,580
臺南市,歸仁區,後市里,1425,1,宋楚瑜/余湘,33
臺南市,歸仁區,後市里,1425,2,韓國瑜/張善政,246
臺南市,歸仁區,後市里,1425,3,蔡英文/賴清德,539
臺南市,歸仁區,後市里,1426,1,宋楚瑜/余湘,33
臺南市,歸仁區,後市里,1426,2,韓國瑜/張善政,223
臺南市,歸仁區,後市里,1426,3,蔡英文/賴清德,542
臺南市,歸仁區,後市里,1427,1,宋楚瑜/余湘,22
臺南市,歸仁區,後市里,1427,2,韓國瑜/張善政,225
臺南市,歸仁區,後市里,1427,3,蔡英文/賴清德,567
臺南市,歸仁區,文化里,1428,1,宋楚瑜/余湘,20
臺南市,歸仁區,文化里,1428,2,韓國瑜/張善政,181
臺南市,歸仁區,文化里,1428,3,蔡英文/賴清德,544
臺南市,歸仁區,文化里,1429,1,宋楚瑜/余湘,24
臺南市,歸仁區,文化里,1429,2,韓國瑜/張善政,238
臺南市,歸仁區,文化里,1429,3,蔡英文/賴清德,453
臺南市,歸仁區,文化里,1430,1,宋楚瑜/余湘,23
臺南市,歸仁區,文化里,1430,2,韓國瑜/張善政,232
臺南市,歸仁區,文化里,1430,3,蔡英文/賴清德,528
臺南市,歸仁區,新厝里,1434,1,宋楚瑜/余湘,12
臺南市,歸仁區,新厝里,1434,2,韓國瑜/張善政,157
臺南市,歸仁區,新厝里,1434,3,蔡英文/賴清德,522
臺南市,歸仁區,新厝里,1435,1,宋楚瑜/余湘,34
臺南市,歸仁區,新厝里,1435,2,韓國瑜/張善政,192
臺南市,歸仁區,新厝里,1435,3,蔡英文/賴清德,546
臺南市,歸仁區,新厝里,1436,1,宋楚瑜/余湘,11
臺南市,歸仁區,新厝里,1436,2,韓國瑜/張善政,84
臺南市,歸仁區,新厝里,1436,3,蔡英文/賴清德,314
臺南市,歸仁區,武東里,1450,1,宋楚瑜/余湘,33
臺南市,歸仁區,武東里,1450,2,韓國瑜/張善政,224
臺南市,歸仁區,武東里,1450,3,蔡英文/賴清德,536
臺南市,歸仁區,武東里,1451,1,宋楚瑜/余湘,14
臺南市,歸仁區,武東里,1451,2,韓國瑜/張善政,101
臺南市,歸仁區,武東里,1451,3,蔡英文/賴清德,288
臺南市,歸仁區,歸仁里,1452,1,宋楚瑜/余湘,27
臺南市,歸仁區,歸仁里,1452,2,韓國瑜/張善政,304
臺南市,歸仁區,歸仁里,1452,3,蔡英文/賴清德,622
臺南市,歸仁區,歸仁里,1453,1,宋楚瑜/余湘,28
臺南市,歸仁區,歸仁里,1453,2,韓國瑜/張善政,237
臺南市,歸仁區,歸仁里,1453,3,蔡英文/賴清德,503
臺南市,歸仁區,歸南里,1423,1,宋楚瑜/余湘,26
臺南市,歸仁區,歸南里,1423,2,韓國瑜/張善政,230
臺南市,歸仁區,歸南里,1423,3,蔡英文/賴清德,614
臺南市,歸仁區,歸南里,1424,1,宋楚瑜/余湘,36
臺南市,歸仁區,歸南里,1424,2,韓國瑜/張善政,228
臺南市,歸仁區,歸南里,1424,3,蔡英文/賴清德,600
臺南市,歸仁區,沙崙里,1447,1,宋楚瑜/余湘,8
臺南市,歸仁區,沙崙里,1447,2,韓國瑜/張善政,136
臺南市,歸仁區,沙崙里,1447,3,蔡英文/賴清德,357
臺南市,歸仁區,看東里,1442,1,宋楚瑜/余湘,28
臺南市,歸仁區,看東里,1442,2,韓國瑜/張善政,218
臺南市,歸仁區,看東里,1442,3,蔡英文/賴清德,535
臺南市,歸仁區,看東里,1443,1,宋楚瑜/余湘,24
臺南市,歸仁區,看東里,1443,2,韓國瑜/張善政,168
臺南市,歸仁區,看東里,1443,3,蔡英文/賴清德,396
臺南市,歸仁區,看西里,1440,1,宋楚瑜/余湘,21
臺南市,歸仁區,看西里,1440,2,韓國瑜/張善政,210
臺南市,歸仁區,看西里,1440,3,蔡英文/賴清德,589
臺南市,歸仁區,看西里,1441,1,宋楚瑜/余湘,27
臺南市,歸仁區,看西里,1441,2,韓國瑜/張善政,170
臺南市,歸仁區,看西里,1441,3,蔡英文/賴清德,587
臺南市,歸仁區,西埔里,1463,1,宋楚瑜/余湘,20
臺南市,歸仁區,西埔里,1463,2,韓國瑜/張善政,180
臺南市,歸仁區,西埔里,1463,3,蔡英文/賴清德,534
臺南市,歸仁區,西埔里,1464,1,宋楚瑜/余湘,17
臺南市,歸仁區,西埔里,1464,2,韓國瑜/張善政,124
臺南市,歸仁區,西埔里,1464,3,蔡英文/賴清德,443
臺南市,歸仁區,許厝里,1437,1,宋楚瑜/余湘,40
臺南市,歸仁區,許厝里,1437,2,韓國瑜/張善政,222
臺南市,歸仁區,許厝里,1437,3,蔡英文/賴清德,590
臺南市,歸仁區,許厝里,1438,1,宋楚瑜/余湘,18
臺南市,歸仁區,許厝里,1438,2,韓國瑜/張善政,193
臺南市,歸仁區,許厝里,1438,3,蔡英文/賴清德,549
臺南市,歸仁區,許厝里,1439,1,宋楚瑜/余湘,24
臺南市,歸仁區,許厝里,1439,2,韓國瑜/張善政,226
臺南市,歸仁區,許厝里,1439,3,蔡英文/賴清德,553
臺南市,歸仁區,辜厝里,1431,1,宋楚瑜/余湘,33
臺南市,歸仁區,辜厝里,1431,2,韓國瑜/張善政,245
臺南市,歸仁區,辜厝里,1431,3,蔡英文/賴清德,520
臺南市,歸仁區,辜厝里,1432,1,宋楚瑜/余湘,44
臺南市,歸仁區,辜厝里,1432,2,韓國瑜/張善政,233
臺南市,歸仁區,辜厝里,1432,3,蔡英文/賴清德,605
臺南市,歸仁區,辜厝里,1433,1,宋楚瑜/余湘,29
臺南市,歸仁區,辜厝里,1433,2,韓國瑜/張善政,212
臺南市,歸仁區,辜厝里,1433,3,蔡英文/賴清德,577
臺南市,永康區,三合里,846,1,宋楚瑜/余湘,26
臺南市,永康區,三合里,846,2,韓國瑜/張善政,300
臺南市,永康區,三合里,846,3,蔡英文/賴清德,534
臺南市,永康區,三合里,847,1,宋楚瑜/余湘,23
臺南市,永康區,三合里,847,2,韓國瑜/張善政,303
臺南市,永康區,三合里,847,3,蔡英文/賴清德,518
臺南市,永康區,三合里,848,1,宋楚瑜/余湘,38
臺南市,永康區,三合里,848,2,韓國瑜/張善政,293
臺南市,永康區,三合里,848,3,蔡英文/賴清德,520
臺南市,永康區,三民里,904,1,宋楚瑜/余湘,18
臺南市,永康區,三民里,904,2,韓國瑜/張善政,229
臺南市,永康區,三民里,904,3,蔡英文/賴清德,466
臺南市,永康區,三民里,905,1,宋楚瑜/余湘,9
臺南市,永康區,三民里,905,2,韓國瑜/張善政,76
臺南市,永康區,三民里,905,3,蔡英文/賴清德,299
臺南市,永康區,中興里,993,1,宋楚瑜/余湘,35
臺南市,永康區,中興里,993,2,韓國瑜/張善政,366
臺南市,永康區,中興里,993,3,蔡英文/賴清德,435
臺南市,永康區,中興里,994,1,宋楚瑜/余湘,37
臺南市,永康區,中興里,994,2,韓國瑜/張善政,318
臺南市,永康區,中興里,994,3,蔡英文/賴清德,481
臺南市,永康區,中興里,995,1,宋楚瑜/余湘,33
臺南市,永康區,中興里,995,2,韓國瑜/張善政,333
臺南市,永康區,中興里,995,3,蔡英文/賴清德,450
臺南市,永康區,中華里,991,1,宋楚瑜/余湘,50
臺南市,永康區,中華里,991,2,韓國瑜/張善政,481
臺南市,永康區,中華里,991,3,蔡英文/賴清德,599
臺南市,永康區,中華里,992,1,宋楚瑜/余湘,33
臺南市,永康區,中華里,992,2,韓國瑜/張善政,423
臺南市,永康區,中華里,992,3,蔡英文/賴清德,580
臺南市,永康區,二王里,858,1,宋楚瑜/余湘,21
臺南市,永康區,二王里,858,2,韓國瑜/張善政,284
臺南市,永康區,二王里,858,3,蔡英文/賴清德,569
臺南市,永康區,二王里,859,1,宋楚瑜/余湘,42
臺南市,永康區,二王里,859,2,韓國瑜/張善政,342
臺南市,永康區,二王里,859,3,蔡英文/賴清德,571
臺南市,永康區,二王里,860,1,宋楚瑜/余湘,34
臺南市,永康區,二王里,860,2,韓國瑜/張善政,333
臺南市,永康區,二王里,860,3,蔡英文/賴清德,530
臺南市,永康區,二王里,861,1,宋楚瑜/余湘,44
臺南市,永康區,二王里,861,2,韓國瑜/張善政,332
臺南市,永康區,二王里,861,3,蔡英文/賴清德,586
臺南市,永康區,二王里,862,1,宋楚瑜/余湘,36
臺南市,永康區,二王里,862,2,韓國瑜/張善政,368
臺南市,永康區,二王里,862,3,蔡英文/賴清德,590
臺南市,永康區,二王里,863,1,宋楚瑜/余湘,47
臺南市,永康區,二王里,863,2,韓國瑜/張善政,345
臺南市,永康區,二王里,863,3,蔡英文/賴清德,637
臺南市,永康區,五王里,842,1,宋楚瑜/余湘,54
臺南市,永康區,五王里,842,2,韓國瑜/張善政,367
臺南市,永康區,五王里,842,3,蔡英文/賴清德,592
臺南市,永康區,五王里,843,1,宋楚瑜/余湘,40
臺南市,永康區,五王里,843,2,韓國瑜/張善政,299
臺南市,永康區,五王里,843,3,蔡英文/賴清德,695
臺南市,永康區,五王里,844,1,宋楚瑜/余湘,42
臺南市,永康區,五王里,844,2,韓國瑜/張善政,315
臺南市,永康區,五王里,844,3,蔡英文/賴清德,693
臺南市,永康區,五王里,845,1,宋楚瑜/余湘,27
臺南市,永康區,五王里,845,2,韓國瑜/張善政,372
臺南市,永康區,五王里,845,3,蔡英文/賴清德,583
臺南市,永康區,光復里,971,1,宋楚瑜/余湘,11
臺南市,永康區,光復里,971,2,韓國瑜/張善政,215
臺南市,永康區,光復里,971,3,蔡英文/賴清德,128
臺南市,永康區,六合里,849,1,宋楚瑜/余湘,42
臺南市,永康區,六合里,849,2,韓國瑜/張善政,307
臺南市,永康區,六合里,849,3,蔡英文/賴清德,605
臺南市,永康區,六合里,850,1,宋楚瑜/余湘,35
臺南市,永康區,六合里,850,2,韓國瑜/張善政,265
臺南市,永康區,六合里,850,3,蔡英文/賴清德,694
臺南市,永康區,六合里,851,1,宋楚瑜/余湘,56
臺南市,永康區,六合里,851,2,韓國瑜/張善政,350
臺南市,永康區,六合里,851,3,蔡英文/賴清德,567
臺南市,永康區,六合里,852,1,宋楚瑜/余湘,40
臺南市,永康區,六合里,852,2,韓國瑜/張善政,431
臺南市,永康區,六合里,852,3,蔡英文/賴清德,563
臺南市,永康區,勝利里,996,1,宋楚瑜/余湘,34
臺南市,永康區,勝利里,996,2,韓國瑜/張善政,361
臺南市,永康區,勝利里,996,3,蔡英文/賴清德,596
臺南市,永康區,勝利里,997,1,宋楚瑜/余湘,32
臺南市,永康區,勝利里,997,2,韓國瑜/張善政,349
臺南市,永康區,勝利里,997,3,蔡英文/賴清德,497
臺南市,永康區,勝利里,998,1,宋楚瑜/余湘,30
臺南市,永康區,勝利里,998,2,韓國瑜/張善政,302
臺南市,永康區,勝利里,998,3,蔡英文/賴清德,492
臺南市,永康區,勝利里,999,1,宋楚瑜/余湘,34
臺南市,永康區,勝利里,999,2,韓國瑜/張善政,354
臺南市,永康區,勝利里,999,3,蔡英文/賴清德,580
臺南市,永康區,勝利里,1000,1,宋楚瑜/余湘,49
臺南市,永康區,勝利里,1000,2,韓國瑜/張善政,361
臺南市,永康區,勝利里,1000,3,蔡英文/賴清德,545
臺南市,永康區,勝利里,1001,1,宋楚瑜/余湘,54
臺南市,永康區,勝利里,1001,2,韓國瑜/張善政,468
臺南市,永康區,勝利里,1001,3,蔡英文/賴清德,407
臺南市,永康區,北灣里,962,1,宋楚瑜/余湘,39
臺南市,永康區,北灣里,962,2,韓國瑜/張善政,250
臺南市,永康區,北灣里,962,3,蔡英文/賴清德,801
臺南市,永康區,北灣里,963,1,宋楚瑜/余湘,33
臺南市,永康區,北灣里,963,2,韓國瑜/張善政,238
臺南市,永康區,北灣里,963,3,蔡英文/賴清德,743
臺南市,永康區,北灣里,964,1,宋楚瑜/余湘,37
臺南市,永康區,北灣里,964,2,韓國瑜/張善政,247
臺南市,永康區,北灣里,964,3,蔡英文/賴清德,631
臺南市,永康區,北興里,965,1,宋楚瑜/余湘,29
臺南市,永康區,北興里,965,2,韓國瑜/張善政,235
臺南市,永康區,北興里,965,3,蔡英文/賴清德,698
臺南市,永康區,北興里,966,1,宋楚瑜/余湘,44
臺南市,永康區,北興里,966,2,韓國瑜/張善政,235
臺南市,永康區,北興里,966,3,蔡英文/賴清德,612
臺南市,永康區,北興里,967,1,宋楚瑜/余湘,24
臺南市,永康區,北興里,967,2,韓國瑜/張善政,240
臺南市,永康區,北興里,967,3,蔡英文/賴清德,667
臺南市,永康區,北興里,968,1,宋楚瑜/余湘,29
臺南市,永康區,北興里,968,2,韓國瑜/張善政,227
臺南市,永康區,北興里,968,3,蔡英文/賴清德,581
臺南市,永康區,南灣里,954,1,宋楚瑜/余湘,36
臺南市,永康區,南灣里,954,2,韓國瑜/張善政,210
臺南市,永康區,南灣里,954,3,蔡英文/賴清德,749
臺南市,永康區,南灣里,955,1,宋楚瑜/余湘,36
臺南市,永康區,南灣里,955,2,韓國瑜/張善政,220
臺南市,永康區,南灣里,955,3,蔡英文/賴清德,689
臺南市,永康區,南灣里,956,1,宋楚瑜/余湘,27
臺南市,永康區,南灣里,956,2,韓國瑜/張善政,252
臺南市,永康區,南灣里,956,3,蔡英文/賴清德,641
臺南市,永康區,埔園里,870,1,宋楚瑜/余湘,34
臺南市,永康區,埔園里,870,2,韓國瑜/張善政,186
臺南市,永康區,埔園里,870,3,蔡英文/賴清德,537
臺南市,永康區,埔園里,871,1,宋楚瑜/余湘,37
臺南市,永康區,埔園里,871,2,韓國瑜/張善政,247
臺南市,永康區,埔園里,871,3,蔡英文/賴清德,578
臺南市,永康區,埔園里,872,1,宋楚瑜/余湘,40
臺南市,永康區,埔園里,872,2,韓國瑜/張善政,252
臺南市,永康區,埔園里,872,3,蔡英文/賴清德,581
臺南市,永康區,埔園里,873,1,宋楚瑜/余湘,60
臺南市,永康區,埔園里,873,2,韓國瑜/張善政,252
臺南市,永康區,埔園里,873,3,蔡英文/賴清德,716
臺南市,永康區,埔園里,874,1,宋楚瑜/余湘,22
臺南市,永康區,埔園里,874,2,韓國瑜/張善政,194
臺南市,永康區,埔園里,874,3,蔡英文/賴清德,592
臺南市,永康區,埔園里,875,1,宋楚瑜/余湘,36
臺南市,永康區,埔園里,875,2,韓國瑜/張善政,248
臺南市,永康區,埔園里,875,3,蔡英文/賴清德,665
臺南市,永康區,塩洲里,913,1,宋楚瑜/余湘,43
臺南市,永康區,塩洲里,913,2,韓國瑜/張善政,205
臺南市,永康區,塩洲里,913,3,蔡英文/賴清德,600
臺南市,永康區,塩洲里,914,1,宋楚瑜/余湘,32
臺南市,永康區,塩洲里,914,2,韓國瑜/張善政,199
臺南市,永康區,塩洲里,914,3,蔡英文/賴清德,571
臺南市,永康區,塩洲里,915,1,宋楚瑜/余湘,33
臺南市,永康區,塩洲里,915,2,韓國瑜/張善政,236
臺南市,永康區,塩洲里,915,3,蔡英文/賴清德,608
臺南市,永康區,塩洲里,916,1,宋楚瑜/余湘,34
臺南市,永康區,塩洲里,916,2,韓國瑜/張善政,255
臺南市,永康區,塩洲里,916,3,蔡英文/賴清德,543
臺南市,永康區,塩洲里,917,1,宋楚瑜/余湘,28
臺南市,永康區,塩洲里,917,2,韓國瑜/張善政,238
臺南市,永康區,塩洲里,917,3,蔡英文/賴清德,629
臺南市,永康區,塩興里,910,1,宋楚瑜/余湘,38
臺南市,永康區,塩興里,910,2,韓國瑜/張善政,224
臺南市,永康區,塩興里,910,3,蔡英文/賴清德,557
臺南市,永康區,塩興里,911,1,宋楚瑜/余湘,47
臺南市,永康區,塩興里,911,2,韓國瑜/張善政,263
臺南市,永康區,塩興里,911,3,蔡英文/賴清德,647
臺南市,永康區,塩興里,912,1,宋楚瑜/余湘,32
臺南市,永康區,塩興里,912,2,韓國瑜/張善政,249
臺南市,永康區,塩興里,912,3,蔡英文/賴清德,621
臺南市,永康區,塩行里,906,1,宋楚瑜/余湘,41
臺南市,永康區,塩行里,906,2,韓國瑜/張善政,268
臺南市,永康區,塩行里,906,3,蔡英文/賴清德,634
臺南市,永康區,塩行里,907,1,宋楚瑜/余湘,35
臺南市,永康區,塩行里,907,2,韓國瑜/張善政,220
臺南市,永康區,塩行里,907,3,蔡英文/賴清德,668
臺南市,永康區,塩行里,908,1,宋楚瑜/余湘,30
臺南市,永康區,塩行里,908,2,韓國瑜/張善政,232
臺南市,永康區,塩行里,908,3,蔡英文/賴清德,614
臺南市,永康區,塩行里,909,1,宋楚瑜/余湘,35
臺南市,永康區,塩行里,909,2,韓國瑜/張善政,248
臺南市,永康區,塩行里,909,3,蔡英文/賴清德,597
臺南市,永康區,大橋里,885,1,宋楚瑜/余湘,30
臺南市,永康區,大橋里,885,2,韓國瑜/張善政,282
臺南市,永康區,大橋里,885,3,蔡英文/賴清德,535
臺南市,永康區,大橋里,886,1,宋楚瑜/余湘,32
臺南市,永康區,大橋里,886,2,韓國瑜/張善政,255
臺南市,永康區,大橋里,886,3,蔡英文/賴清德,539
臺南市,永康區,大橋里,887,1,宋楚瑜/余湘,36
臺南市,永康區,大橋里,887,2,韓國瑜/張善政,265
臺南市,永康區,大橋里,887,3,蔡英文/賴清德,575
臺南市,永康區,大橋里,888,1,宋楚瑜/余湘,30
臺南市,永康區,大橋里,888,2,韓國瑜/張善政,295
臺南市,永康區,大橋里,888,3,蔡英文/賴清德,530
臺南市,永康區,大橋里,889,1,宋楚瑜/余湘,40
臺南市,永康區,大橋里,889,2,韓國瑜/張善政,275
臺南市,永康區,大橋里,889,3,蔡英文/賴清德,550
臺南市,永康區,大灣里,942,1,宋楚瑜/余湘,32
臺南市,永康區,大灣里,942,2,韓國瑜/張善政,164
臺南市,永康區,大灣里,942,3,蔡英文/賴清德,640
臺南市,永康區,大灣里,943,1,宋楚瑜/余湘,24
臺南市,永康區,大灣里,943,2,韓國瑜/張善政,187
臺南市,永康區,大灣里,943,3,蔡英文/賴清德,583
臺南市,永康區,大灣里,944,1,宋楚瑜/余湘,43
臺南市,永康區,大灣里,944,2,韓國瑜/張善政,215
臺南市,永康區,大灣里,944,3,蔡英文/賴清德,659
臺南市,永康區,安康里,898,1,宋楚瑜/余湘,38
臺南市,永康區,安康里,898,2,韓國瑜/張善政,266
臺南市,永康區,安康里,898,3,蔡英文/賴清德,465
臺南市,永康區,安康里,899,1,宋楚瑜/余湘,37
臺南市,永康區,安康里,899,2,韓國瑜/張善政,287
臺南市,永康區,安康里,899,3,蔡英文/賴清德,627
臺南市,永康區,安康里,900,1,宋楚瑜/余湘,35
臺南市,永康區,安康里,900,2,韓國瑜/張善政,266
臺南市,永康區,安康里,900,3,蔡英文/賴清德,609
臺南市,永康區,安康里,901,1,宋楚瑜/余湘,42
臺南市,永康區,安康里,901,2,韓國瑜/張善政,275
臺南市,永康區,安康里,901,3,蔡英文/賴清德,541
臺南市,永康區,尚頂里,920,1,宋楚瑜/余湘,36
臺南市,永康區,尚頂里,920,2,韓國瑜/張善政,238
臺南市,永康區,尚頂里,920,3,蔡英文/賴清德,668
臺南市,永康區,尚頂里,921,1,宋楚瑜/余湘,36
臺南市,永康區,尚頂里,921,2,韓國瑜/張善政,196
臺南市,永康區,尚頂里,921,3,蔡英文/賴清德,628
臺南市,永康區,尚頂里,922,1,宋楚瑜/余湘,45
臺南市,永康區,尚頂里,922,2,韓國瑜/張善政,319
臺南市,永康區,尚頂里,922,3,蔡英文/賴清德,630
臺南市,永康區,崑山里,957,1,宋楚瑜/余湘,30
臺南市,永康區,崑山里,957,2,韓國瑜/張善政,290
臺南市,永康區,崑山里,957,3,蔡英文/賴清德,527
臺南市,永康區,崑山里,958,1,宋楚瑜/余湘,26
臺南市,永康區,崑山里,958,2,韓國瑜/張善政,234
臺南市,永康區,崑山里,958,3,蔡英文/賴清德,655
臺南市,永康區,崑山里,959,1,宋楚瑜/余湘,43
臺南市,永康區,崑山里,959,2,韓國瑜/張善政,275
臺南市,永康區,崑山里,959,3,蔡英文/賴清德,585
臺南市,永康區,崑山里,960,1,宋楚瑜/余湘,25
臺南市,永康區,崑山里,960,2,韓國瑜/張善政,243
臺南市,永康區,崑山里,960,3,蔡英文/賴清德,592
臺南市,永康區,崑山里,961,1,宋楚瑜/余湘,24
臺南市,永康區,崑山里,961,2,韓國瑜/張善政,210
臺南市,永康區,崑山里,961,3,蔡英文/賴清德,603
臺南市,永康區,建國里,972,1,宋楚瑜/余湘,27
臺南市,永康區,建國里,972,2,韓國瑜/張善政,370
臺南市,永康區,建國里,972,3,蔡英文/賴清德,228
臺南市,永康區,建國里,973,1,宋楚瑜/余湘,30
臺南市,永康區,建國里,973,2,韓國瑜/張善政,333
臺南市,永康區,建國里,973,3,蔡英文/賴清德,377
臺南市,永康區,復國里,974,1,宋楚瑜/余湘,40
臺南市,永康區,復國里,974,2,韓國瑜/張善政,458
臺南市,永康區,復國里,974,3,蔡英文/賴清德,529
臺南市,永康區,復國里,975,1,宋楚瑜/余湘,48
臺南市,永康區,復國里,975,2,韓國瑜/張善政,463
臺南市,永康區,復國里,975,3,蔡英文/賴清德,585
臺南市,永康區,復國里,976,1,宋楚瑜/余湘,27
臺南市,永康區,復國里,976,2,韓國瑜/張善政,360
臺南市,永康區,復國里,976,3,蔡英文/賴清德,528
臺南市,永康區,復國里,977,1,宋楚瑜/余湘,18
臺南市,永康區,復國里,977,2,韓國瑜/張善政,308
臺南市,永康區,復國里,977,3,蔡英文/賴清德,451
臺南市,永康區,復國里,978,1,宋楚瑜/余湘,41
臺南市,永康區,復國里,978,2,韓國瑜/張善政,284
臺南市,永康區,復國里,978,3,蔡英文/賴清德,547
臺南市,永康區,復國里,979,1,宋楚瑜/余湘,22
臺南市,永康區,復國里,979,2,韓國瑜/張善政,251
臺南市,永康區,復國里,979,3,蔡英文/賴清德,325
臺南市,永康區,復國里,980,1,宋楚瑜/余湘,40
臺南市,永康區,復國里,980,2,韓國瑜/張善政,345
臺南市,永康區,復國里,980,3,蔡英文/賴清德,465
臺南市,永康區,復興里,969,1,宋楚瑜/余湘,23
臺南市,永康區,復興里,969,2,韓國瑜/張善政,397
臺南市,永康區,復興里,969,3,蔡英文/賴清德,256
臺南市,永康區,復興里,970,1,宋楚瑜/余湘,15
臺南市,永康區,復興里,970,2,韓國瑜/張善政,371
臺南市,永康區,復興里,970,3,蔡英文/賴清德,296
臺南市,永康區,復華里,981,1,宋楚瑜/余湘,36
臺南市,永康區,復華里,981,2,韓國瑜/張善政,391
臺南市,永康區,復華里,981,3,蔡英文/賴清德,628
臺南市,永康區,復華里,982,1,宋楚瑜/余湘,31
臺南市,永康區,復華里,982,2,韓國瑜/張善政,339
臺南市,永康區,復華里,982,3,蔡英文/賴清德,619
臺南市,永康區,復華里,983,1,宋楚瑜/余湘,29
臺南市,永康區,復華里,983,2,韓國瑜/張善政,331
臺南市,永康區,復華里,983,3,蔡英文/賴清德,513
臺南市,永康區,復華里,984,1,宋楚瑜/余湘,36
臺南市,永康區,復華里,984,2,韓國瑜/張善政,347
臺南市,永康區,復華里,984,3,蔡英文/賴清德,564
臺南市,永康區,復華里,985,1,宋楚瑜/余湘,41
臺南市,永康區,復華里,985,2,韓國瑜/張善政,388
臺南市,永康區,復華里,985,3,蔡英文/賴清德,561
臺南市,永康區,復華里,986,1,宋楚瑜/余湘,36
臺南市,永康區,復華里,986,2,韓國瑜/張善政,400
臺南市,永康區,復華里,986,3,蔡英文/賴清德,596
臺南市,永康區,復華里,987,1,宋楚瑜/余湘,44
臺南市,永康區,復華里,987,2,韓國瑜/張善政,340
臺南市,永康區,復華里,987,3,蔡英文/賴清德,464
臺南市,永康區,成功里,989,1,宋楚瑜/余湘,30
臺南市,永康區,成功里,989,2,韓國瑜/張善政,501
臺南市,永康區,成功里,989,3,蔡英文/賴清德,270
臺南市,永康區,成功里,990,1,宋楚瑜/余湘,36
臺南市,永康區,成功里,990,2,韓國瑜/張善政,393
臺南市,永康區,成功里,990,3,蔡英文/賴清德,337
臺南市,永康區,新樹里,940,1,宋楚瑜/余湘,33
臺南市,永康區,新樹里,940,2,韓國瑜/張善政,159
臺南市,永康區,新樹里,940,3,蔡英文/賴清德,533
臺南市,永康區,新樹里,941,1,宋楚瑜/余湘,25
臺南市,永康區,新樹里,941,2,韓國瑜/張善政,174
臺南市,永康區,新樹里,941,3,蔡英文/賴清德,615
臺南市,永康區,東橋里,890,1,宋楚瑜/余湘,31
臺南市,永康區,東橋里,890,2,韓國瑜/張善政,334
臺南市,永康區,東橋里,890,3,蔡英文/賴清德,708
臺南市,永康區,東橋里,891,1,宋楚瑜/余湘,38
臺南市,永康區,東橋里,891,2,韓國瑜/張善政,280
臺南市,永康區,東橋里,891,3,蔡英文/賴清德,740
臺南市,永康區,東橋里,892,1,宋楚瑜/余湘,50
臺南市,永康區,東橋里,892,2,韓國瑜/張善政,314
臺南市,永康區,東橋里,892,3,蔡英文/賴清德,753
臺南市,永康區,東橋里,893,1,宋楚瑜/余湘,22
臺南市,永康區,東橋里,893,2,韓國瑜/張善政,146
臺南市,永康區,東橋里,893,3,蔡英文/賴清德,327
臺南市,永康區,東橋里,894,1,宋楚瑜/余湘,50
臺南市,永康區,東橋里,894,2,韓國瑜/張善政,279
臺南市,永康區,東橋里,894,3,蔡英文/賴清德,988
臺南市,永康區,東灣里,945,1,宋楚瑜/余湘,27
臺南市,永康區,東灣里,945,2,韓國瑜/張善政,196
臺南市,永康區,東灣里,945,3,蔡英文/賴清德,632
臺南市,永康區,東灣里,946,1,宋楚瑜/余湘,20
臺南市,永康區,東灣里,946,2,韓國瑜/張善政,227
臺南市,永康區,東灣里,946,3,蔡英文/賴清德,612
臺南市,永康區,東灣里,947,1,宋楚瑜/余湘,24
臺南市,永康區,東灣里,947,2,韓國瑜/張善政,228
臺南市,永康區,東灣里,947,3,蔡英文/賴清德,655
臺南市,永康區,正強里,879,1,宋楚瑜/余湘,28
臺南市,永康區,正強里,879,2,韓國瑜/張善政,258
臺南市,永康區,正強里,879,3,蔡英文/賴清德,699
臺南市,永康區,正強里,880,1,宋楚瑜/余湘,26
臺南市,永康區,正強里,880,2,韓國瑜/張善政,307
臺南市,永康區,正強里,880,3,蔡英文/賴清德,589
臺南市,永康區,正強里,881,1,宋楚瑜/余湘,27
臺南市,永康區,正強里,881,2,韓國瑜/張善政,245
